"","LUAD16T","LUAD18T","LUAD1T","LUAD23T","PDO1","PDO2","PDO4","PDO5","PDO6","PDO23_MDO1_DIAPH","PDO23_MDO1_Liver","PDO23_MDO2_Brain","PDO6_MDO_Brain","PDO23_MDO3_GB"
"FAM229A",2.01533117839173,3.91887200293469,3.39300747079226,0.607494434707688,2.51038774152298,2.44542236613378,3.27430508421645,2.31019050546123,2.34557761433695,1.4863053196447,0.864984866695228,1.46132066728383,3.14157619573406,1.72128247452503
"ERCC6",2.91951152885651,3.11079237967452,3.61131501125461,3.01234447826407,3.19966851566991,3.78027091229259,3.51227107060035,4.28374399377433,4.44081050214449,2.78357636610572,2.51666906232216,2.45967156405676,4.45661313925729,2.26679561220077
"RUSC1-AS1",1.50673121452243,1.36614191312529,1.33237193490143,2.55141768584231,3.80243292027976,2.92793128183128,3.82236334373455,3.7677459440156,5.56036817991387,0.731726629344847,0.547936222338278,0.609831494124346,5.04648997449175,0.424546080505824
"LINC00115",0.971488945833154,1.26453126319488,0.547992402258783,0.866169728015586,0.852258954602379,1.01547890537092,1.30341616665179,0.992675205059607,0.630791371103574,0.623409594946634,1.58590901659988,1.29944160432591,1.19711415844069,1.05334009697331
"AC074289.1",1.98646983274758,1.39390587403446,2.65089516688435,0.71000795223612,0.181701660739153,1.21539080105463,1.79457030439131,0.992675205059607,0.512524566880252,0,0,0,0.184070550463909,0
"RP11-384K6.2",1.95701930451313,2.54438310605618,1.47622192604372,1.29785471621497,2.6710298286606,1.9577080400534,2.76675877972563,1.61458363916149,1.8801509376384,1.74080547550783,1.87550164990823,2.07551180649864,2.06969985445498,2.07928837826096
"NOL7",5.72701341934205,5.9426901014071,5.05360959706966,6.10997491322696,5.81847318778998,5.61512112446743,5.71839859561163,5.74047387739289,5.8799056269024,6.21002116738717,7.21311110732188,6.49505470139278,6.04247929301997,6.60495652642427
"NTF4",0.400852401752522,0.406621955237927,1.72693963020511,0.201135845096346,2.93431553499074,2.75891876184522,2.20275700152335,1.6529322069293,0.242211890442732,0.623409594946634,0,0.433729318296018,0.184070550463909,0.0688476967025636
"ELFN1",0.782951534914173,3.00674709448534,1.47622192604372,1.08544041384138,0.0937095162488722,0.310770906596785,0.34133913513705,0.220303414840357,0,0,0,0.862628451169248,0,0.197407202241345
"LINC00035",2.34587007828768,3.44527290685215,3.06915151073381,0.866169728015586,1.88143683732124,1.51746213840094,0.61717064188862,0.11435274365209,0.841694398364964,1.09833880655409,1.15832464476932,1.11707580414611,0.42246128395307,0.709662697260093
"MTND1P23",0.782951534914173,2.25752900984342,1.96506860658483,0.377630400875937,1.71446775767381,1.66144536712253,0.901130739409651,0.801078806035642,0.383689931123896,3.20598493589477,3.12099554637558,2.33150095157769,0.806090163404083,2.521358226682
"RP11-139H15.1",3.35166692177397,4.04898836245571,3.28967886190303,2.98534429870503,3.63328908406188,3.27102690900008,3.37052997276627,2.23634498761773,3.83630881695614,3.04734275010407,3.45397998612138,2.24519751317603,3.86199898152636,3.57288072826069
"AC074138.3",0.642011665402813,0.908088205715854,0.611698223913443,0.676639645285526,1.05225401228101,0.56631896064778,0.0931991317607424,1.10758743332242,0.572869514216453,0.623409594946634,1.19112887899708,0.716321795483341,0.626989737246253,1.08692479622895
"RP3-340N1.5",1.18976197132099,0.808454805331397,2.03644496611114,0,0.740802003560225,1.84156295166868,0.263273666418429,0,0.630791371103574,0,0,0,0.74882538202503,0
"CCT8P1",1.58582713429748,4.59042351425108,1.25468428189191,1.38307287702981,2.81556334363939,1.63377540401715,1.87551287302529,0.731108736368223,1.22685859061948,3.12884332937324,1.9730434537034,1.52130710968694,1.23930528132021,3.04159901626097
"RP4-798A10.2",0.642011665402813,0.137736902403424,0.611698223913443,0.335489439239442,0.555593541832155,0.623710706299796,0.794156398860834,0.498196142841656,0.740093363792366,0.310604669257573,0.692418646890713,0.159508906926231,1.10883953755006,0.257631474067773
"TLK2P1",0.214303737578328,0.0356865272215427,0,0.534867683228122,0.181701660739153,0.0841902626779583,0,0.11435274365209,0.242211890442732,0.678584424063416,0.864984866695228,0.952523697322758,0.184070550463909,0.665886729481227
"ZNF503-AS1",0.214303737578328,2.5505635617617,3.01127385833957,0.458390116162765,1.34683805731885,1.05773890440819,2.24398844906884,0.11435274365209,1.90383678239805,0,0,0,2.57702897129956,0
"RP4-706A16.3",1.95701930451313,1.83979128433678,1.54310291292985,2.12633510617816,1.62312900366978,1.48685715642073,1.84903341596789,1.95870348394436,1.43625634718262,2.08510845058933,2.18331021199211,2.59143905357136,2.20359200392877,2.20696069704428
"UQCRFS1P1",1.50673121452243,1.30895776489777,1.60702028749001,0.335489439239442,1.90747859144676,1.66144536712253,1.37939484979616,2.59259967784865,0.165905258325405,0.238995363840667,0.547936222338278,0.159508906926231,0.184070550463909,0.52597597301481
"AHCTF1P1",0.310591196650627,0.137736902403424,0.260653583625729,0.924190011801982,0.264634149728729,0,0.0931991317607424,0.11435274365209,0.314684473678615,0.623409594946634,0.737533578208407,0.952523697322758,0.184070550463909,1.30238210552151
"BAIAP2-AS1",6.12312244139116,5.67706030668464,6.76802054953125,4.45085697975874,6.97219872293606,6.67858286875514,5.13342246096315,3.51015806699649,4.63729038484244,4.88396306765881,4.61229166105441,4.87528456930806,4.84605714679794,4.98844088705837
"AC010536.1",0.310591196650627,0.170210236892292,0.338028909902841,0.201135845096346,0.264634149728729,0.0841902626779583,0.848634846624772,0.580083438551531,0.93660857135421,1.05729312151973,0.864984866695228,0.233103096318009,0.42246128395307,0.620740781282566
"ABC7-42389800N19.1",4.21845778391055,5.98494778255525,3.40204411850866,2.45630485286889,3.29152542724851,3.99122338073861,4.43432797371589,3.07451153158861,4.39975337559976,3.12884332937324,3.55824710528566,3.76208188054773,4.6091987800851,3.36274096454338
"AC022431.1",0.714202004698451,0.536849451182235,0.547992402258783,1.62967987080507,1.00479391983332,0.56631896064778,0.794156398860834,0.657571403884624,0.314684473678615,1.60498833427215,1.95405555885071,2.45967156405676,0.42246128395307,2.04552333634612
"RPL37AP1",0,0,0,2.63196740274575,0,0,0,0,0,2.23986380735164,2.24709964427173,2.53435599438975,0,2.16039750657921
"GTF2H2B",1.69689046020261,1.43457499634682,0.0922170564269868,1.46353682953069,0.264634149728729,1.17756331678237,2.04839364447394,0.220303414840357,0,3.16792967113208,2.29315640975368,2.17223350298134,0,2.16039750657921
"ARPC3P1",0,0,0,0.924190011801982,0.0937095162488722,0.163737218990037,0,0.11435274365209,0,0.926646780659146,1.15832464476932,1.11707580414611,0,1.05334009697331
"TMEM191A",3.24604708160174,3.43194318773819,3.24014786641532,0.742621893644508,4.33582553634669,3.58459480696024,2.79477721263439,4.10855699147027,1.64741655967594,2.41253583154961,0.823739601308724,0.908276139753283,1.19711415844069,2.19160601148003
"ZNF192P1",0.400852401752522,0.433624868956674,0.17889207320421,0.104070300509232,0.488168160195462,0.310770906596785,0.67861018563936,0.319002638096018,0.0853361371976125,1.13824894568437,0.692418646890713,1.63427905335606,0,1.61018076358771
"CTA-217C2.1",2.07137743825963,2.31674638668549,1.96506860658483,2.55141768584231,1.80036645360544,1.60556435420811,2.80858498257147,3.40173380278995,2.56942476504179,1.74080547550783,3.16294198703971,2.83544130112349,3.6593825462322,2.76904229093281
"RP11-157P1.4",0.566017873131747,1.17135061508705,0.944183404473031,1.00706691607161,1.38440957373311,1.93521502476756,2.09420818031887,1.49301409753958,1.53056120392958,0.926646780659146,0.547936222338278,0.233103096318009,2.28641319300656,1.43869246957198
"RPL10AP6",0.214303737578328,0.322441478100643,0.481343008956983,1.34109292121256,0.417436450404331,0.44419578232728,0.18074113958517,0.801078806035642,0.0853361371976125,2.47620555145556,2.01028557659969,2.42868053855776,0.0949689349863333,2.29580748193921
"AC058791.1",2.45523610190313,1.32346769678959,2.03644496611114,1.89927479712237,2.14490561029748,1.42362776679745,1.13828641086685,0.931593904246507,0.449544909986982,1.45504370161753,3.92781230027093,2.87045772756043,0.42246128395307,2.43271182425803
"RP11-119F19.2",1.18976197132099,1.79884038051074,1.63794748756545,0.95234796672238,1.98289688065686,2.02315652189158,1.87551287302529,0.580083438551531,2.10114065133838,1.97921528509877,1.63442317396587,1.03714455769845,2.02215772424618,1.67786300974197
"AC093375.1",0.400852401752522,0.201968697028696,0.411464790977895,0.83626044090267,0.0937095162488722,0.163737218990037,0.0931991317607424,1.05127512736504,2.3627709843797,1.05729312151973,0.0722190640757937,0.766757354362589,1.6678272519109,0.257631474067773
"TPI1P1",0.214303737578328,0.406621955237927,0.260653583625729,3.51063471644744,0,0.23912638809339,0.34133913513705,0.411379750449019,0.68647724220367,2.8085261265225,2.47731353267894,2.26287616695358,0.74882538202503,2.12849894163696
"RP11-31F15.1",1.28764658743433,0.460131641370269,1.33237193490143,1.27573974925176,0,0,0.0931991317607424,0.801078806035642,0.572869514216453,1.60498833427215,2.04659046449289,2.20917672643642,1.15365190346423,1.82443665313606
"CTA-292E10.6",0.848573386512082,1.27949262141631,0.411464790977895,0.458390116162765,0.681668837567693,0.56631896064778,0.263273666418429,0.580083438551531,0.449544909986982,0.163645184848627,0.737533578208407,0.159508906926231,0.347291062689573,0.910590438553859
"TMEM185B",4.58379866072864,3.65197632761027,4.55915101914564,5.01031639706637,4.62585440069732,4.38892904256857,3.41633800025575,3.75016504713498,4.89536437964238,4.87808231998968,4.49238725761677,4.78640372095726,4.62121474232443,4.48913842878163
"UPK1A-AS1",0,0,1.03992005356155,0.979966850340044,0,0,0,0.11435274365209,0,1.4863053196447,0.496370596141038,0.952523697322758,0,0.197407202241345
"RPS7P10",0.400852401752522,0.0356865272215427,0.260653583625729,0.742621893644508,0,0.163737218990037,0.263273666418429,0.411379750449019,0.242211890442732,3.29695026078031,3.0865375444656,2.99203589055271,0.267987837756502,3.06706516527765
"FTH1P20",0.310591196650627,0.433624868956674,0.0922170564269868,3.00564165834763,0.181701660739153,0.23912638809339,0.34133913513705,0.11435274365209,0.740093363792366,5.11902202123794,5.39105839821757,4.38768118244465,1.01480956370486,4.49227500414395
"FTLP3",1.02923038919297,1.01922085745874,0.611698223913443,3.59342891380407,1.09820241595769,0.44419578232728,0.18074113958517,0.11435274365209,0.68647724220367,5.3254227379236,4.97453818404595,4.85794106679076,0.347291062689573,4.40176563446047
"HSPA9P1",0,0,0,0.497135601857676,0,0,0,0,0.165905258325405,1.57622029350053,1.61037001160884,1.07766367516282,0,1.05334009697331
"ENTPD1-AS1",1.18976197132099,0.787674999324775,0.611698223913443,1.13541976638191,1.00479391983332,0.783340103154744,0.67861018563936,0.731108736368223,0.740093363792366,2.06454250375078,1.74901785826475,1.22923665157003,1.23930528132021,1.56322829755748
"LENG8-AS1",1.66081107471231,0.585818037944995,0.611698223913443,1.05978608671209,0.797606552285771,1.39094257431526,1.37939484979616,0.220303414840357,1.18880155239524,1.21490234888627,0.905083669903101,1.63427905335606,0.806090163404083,0.872581427852167
"FAM66C",1.13821098975969,0.86905659061768,1.08550679526943,0.979966850340044,0.343057352302592,0.783340103154744,2.13861248848747,0.11435274365209,0.889931888529638,0.163645184848627,0,0.233103096318009,1.15365190346423,0.574136326978089
"HSBP1L1",3.63810713870206,5.23131543835953,4.76228578835292,3.99641668083535,6.92278117682277,5.80696096087033,5.83429982024698,5.67908521608154,5.10145643495014,4.45679568660015,4.43191351442316,4.30477049910726,5.63373120334602,4.66621223811759
"PSMD5-AS1",4.84322468000563,3.877679040826,4.15103116969743,2.93684284955261,3.69439674133161,4.83705989416149,4.08314435723767,2.86179374343776,3.18655475798313,3.74757731215054,2.74371129217046,2.05536425486592,3.23836787391546,2.47137195661998
"RP5-1024G6.5",0.714202004698451,0.536849451182235,0.547992402258783,0.458390116162765,0.90491635121605,0.832852376023809,0.485836963882074,0.992675205059607,0.383689931123896,0.678584424063416,0.329597440969545,0.908276139753283,0.561982863832617,0.833543879090981
"SRRM5",0.310591196650627,0.536849451182235,0.547992402258783,0.676639645285526,1.18592911019512,0.623710706299796,1.30341616665179,1.10758743332242,0.68647724220367,0.832476121814577,1.40198051754148,1.07766367516282,0.861168450549343,1.33069399299983
"PGAM4",0,0,0,0.201135845096346,0,0,0.0931991317607424,0,0,1.76649933676446,0.905083669903101,0.952523697322758,0.0949689349863333,1.11974542574889
"HNRNPA3P1",0.111127408379756,0,0,0.104070300509232,0,0.0841902626779583,0,0,0,1.4863053196447,1.12475711289702,1.46132066728383,0,1.67786300974197
"CACTIN-AS1",0.111127408379756,0.263462237863822,0.481343008956983,0.418575284394474,1.09820241595769,0.623710706299796,0.263273666418429,0.992675205059607,1.02566198272734,0.378827041077632,0.44289334457725,0.494849838240619,0.74882538202503,0.197407202241345
"RP4-756H11.3",0.485797447870976,0.561541498742534,0.481343008956983,0.418575284394474,0.740802003560225,0.379025237951983,0.0931991317607424,0.220303414840357,0.791788096196525,0.731726629344847,0.982085049124962,2.03493134852603,1.32015712215394,1.01895490297561
"AC010894.3",0.310591196650627,0.486160175848221,0.481343008956983,0.71000795223612,0.620007946788319,0.678906436167419,0.61717064188862,0.319002638096018,0.449544909986982,1.17708468185663,0.496370596141038,1.60685454487452,0.267987837756502,1.11974542574889
"ERVMER34-1",0.214303737578328,2.06372731087751,2.14807817534298,0.571638023885327,1.71446775767381,3.11966330082226,1.09387190920983,2.4031157501778,2.0805041199038,0,0,0,2.88674259994165,0
